Compound	Sample Name	Height	Area	Actual RT	m/z (Delta)	Formula
Ketoisoleucine U-13C neg	P2	21380	173966	3.82	-1.6838 (ppm)	[13]C6H10O3
Ketoisoleucine U-13C neg	P1	2770	9841	1.95	-1.0060 (ppm)	[13]C6H10O3
Ketoisoleucine U-13C neg	solvent_blank_1	1665	10912	15.34	-.4412 (ppm)	[13]C6H10O3
Ketoisoleucine U-13C pos	solvent_blank_2	1429	5328	11.81	-.6071 (ppm)	[13]C6H10O3
Ketoisoleucine U-13C pos	P9	1117	4067	3.82	-.1619 (ppm)	[13]C6H10O3
Ketoisoleucine U-13C pos	P8	2270	8216	6.49	-1.1636 (ppm)	[13]C6H10O3
Ketoisoleucine U-13C pos	P7	10976	149100	5.88	-.8297 (ppm)	[13]C6H10O3
Ketoisoleucine U-13C pos	P6	202446	2571053	6.93	2.0642 (ppm)	[13]C6H10O3
Ketoisoleucine U-13C pos	P5	1044	10778	9.67	-1.9428 (ppm)	[13]C6H10O3
Ketoisoleucine U-13C pos	P4	27105	261020	3.76	-1.3862 (ppm)	[13]C6H10O3
Ketoisoleucine U-13C pos	P3	140093	1409990	6.24	-1.6088 (ppm)	[13]C6H10O3
Ketoisoleucine U-13C pos	P2	7526	101145	3.54	-1.4975 (ppm)	[13]C6H10O3
Ketoisoleucine U-13C pos	P1	1616	5903	3.74	-1.4975 (ppm)	[13]C6H10O3
Ketoisoleucine U-13C pos	solvent_blank_1	1652	6034	9.45	-.9410 (ppm)	[13]C6H10O3
Ketoisovalerate neg	solvent_blank_2	63816	1660883	4.92	-.1363 (ppm)	C5H8O3
Ketoisovalerate neg	P9	62245	2868081	10.81	.0627 (ppm)	C5H8O3
Ketoisovalerate neg	P8	84187	2040691	12.21	-.1363 (ppm)	C5H8O3
Ketoisovalerate neg	P7	808473189	9820949926	3.72	-1.7280 (ppm)	C5H8O3
Ketoisovalerate neg	P6	157528	5946973	4.87	-.0700 (ppm)	C5H8O3
Ketoisovalerate neg	P5	484720	5827313	3.94	-.0037 (ppm)	C5H8O3
Ketoisovalerate neg	P4	184179	4274930	4.84	-.2026 (ppm)	C5H8O3
Ketoisovalerate neg	P3	132111	3908978	4.87	-.0037 (ppm)	C5H8O3
Ketoisovalerate neg	P2	146293	2098093	4.82	-.0700 (ppm)	C5H8O3
Ketoisovalerate neg	P1	214506	4967968	4.83	-.2026 (ppm)	C5H8O3
Ketoisovalerate neg	solvent_blank_1	78014	2827413	1.16	-.2026 (ppm)	C5H8O3
Ketoisovalerate pos	solvent_blank_2	1828	12228	4.3	-.4662 (ppm)	C5H8O3
Ketoisovalerate pos	P9	11791	102741	2.05	.1856 (ppm)	C5H8O3
Ketoisovalerate pos	P8	11630	94890	2.05	-.7921 (ppm)	C5H8O3
Ketoisovalerate pos	P7	7685	99709	2.06	.2508 (ppm)	C5H8O3
Ketoisovalerate pos	P6	7092717	103262177	4.51	.1204 (ppm)	C5H8O3
Ketoisovalerate pos	P5	10914	38416	10.06	-1.4439 (ppm)	C5H8O3
Ketoisovalerate pos	P4	1426433	9390906	3.96	-1.0528 (ppm)	C5H8O3
Ketoisovalerate pos	P3	43095	516895	9.62	-.2055 (ppm)	C5H8O3
Ketoisovalerate pos	P2	5269	68046	2.07	.6418 (ppm)	C5H8O3
Ketoisovalerate pos	P1	9844	93370	2.05	-.5966 (ppm)	C5H8O3
Ketoisovalerate pos	solvent_blank_1	2372	35050	3.96	1.8802 (ppm)	C5H8O3
Ketoisovalerate U-13C neg	solvent_blank_2	10952	68223	3.59	-2.6774 (ppm)	[13]C5H8O3
Ketoisovalerate U-13C neg	P9	18487	287278	3.86	-1.7242 (ppm)	[13]C5H8O3
Ketoisovalerate U-13C neg	P8	44552	562467	3.87	-1.3429 (ppm)	[13]C5H8O3
Ketoisovalerate U-13C neg	P7	26427	93895	3.81	-3.2494 (ppm)	[13]C5H8O3
Ketoisovalerate U-13C neg	P6	2027509	32807392	3.59	-1.1523 (ppm)	[13]C5H8O3
Ketoisovalerate U-13C neg	P5	5574	39870	3.46	-2.2326 (ppm)	[13]C5H8O3
Ketoisovalerate U-13C neg	P4	2297258	53362095	3.72	-1.0252 (ppm)	[13]C5H8O3
Ketoisovalerate U-13C neg	P3	2290043	49437282	3.51	-1.2158 (ppm)	[13]C5H8O3
Ketoisovalerate U-13C neg	P2	4670594	46003610	3.82	-1.0252 (ppm)	[13]C5H8O3
Ketoisovalerate U-13C neg	P1	16956	105183	3.58	-1.7878 (ppm)	[13]C5H8O3
Ketoisovalerate U-13C neg	solvent_blank_1	15770	133756	3.65	-.8345 (ppm)	[13]C5H8O3
Ketoisovalerate U-13C pos	solvent_blank_2	6277	114579	12.39	-1.7644 (ppm)	[13]C5H8O3
Ketoisovalerate U-13C pos	P9	33171	403205	8.85	.5481 (ppm)	[13]C5H8O3
Ketoisovalerate U-13C pos	P8	10929	302091	12.43	-.5769 (ppm)	[13]C5H8O3
Ketoisovalerate U-13C pos	P7	7599	247596	10.2	-1.2644 (ppm)	[13]C5H8O3
Ketoisovalerate U-13C pos	P6	490234	12015359	3.83	-.1394 (ppm)	[13]C5H8O3
Ketoisovalerate U-13C pos	P5	9252	463491	12.46	.4856 (ppm)	[13]C5H8O3
Ketoisovalerate U-13C pos	P4	1503710	14518244	3.76	-1.0144 (ppm)	[13]C5H8O3
Ketoisovalerate U-13C pos	P3	417160	9196794	3.75	-.5769 (ppm)	[13]C5H8O3
Ketoisovalerate U-13C pos	P2	349431323	11770904394	12.48	-.0144 (ppm)	[13]C5H8O3
Ketoisovalerate U-13C pos	P1	22727	878335	12.18	-1.5769 (ppm)	[13]C5H8O3
Ketoisovalerate U-13C pos	solvent_blank_1	102325	4781442	10.4	-.6394 (ppm)	[13]C5H8O3
Kynurenine neg	solvent_blank_2	1938	17984	1.34	-.5416 (ppm)	C10H12N2O3
Kynurenine neg	P9	1366	12911	15.33	-.6153 (ppm)	C10H12N2O3
Kynurenine neg	P8	6984	75206	5.51	-.8364 (ppm)	C10H12N2O3
Kynurenine neg	P7	67659	235654	4.87	-3.9312 (ppm)	C10H12N2O3
Kynurenine neg	P6	9591	93536	4.76	-1.2785 (ppm)	C10H12N2O3
Kynurenine neg	P5	40872439	591772951	6.82	-1.7943 (ppm)	C10H12N2O3
Kynurenine neg	P4	2929	30943	5.21	-3.2680 (ppm)	C10H12N2O3
Kynurenine neg	P3	1778	31232	2.74	-2.0891 (ppm)	C10H12N2O3
Kynurenine neg	P2	3599	40755	5.13	-.6153 (ppm)	C10H12N2O3
Kynurenine neg	P1	2712	103302	1.75	-1.0575 (ppm)	C10H12N2O3
Kynurenine neg	solvent_blank_1	4245	149006	6.41	1.0058 (ppm)	C10H12N2O3
Kynurenine pos	solvent_blank_2	4139	127146	5.93	1.4669 (ppm)	C10H12N2O3
Kynurenine pos	P9	5107	133164	3.94	-.7224 (ppm)	C10H12N2O3
Kynurenine pos	P8	11054	120388	2.68	.5182 (ppm)	C10H12N2O3
Kynurenine pos	P7	41205	328698	9.91	.3722 (ppm)	C10H12N2O3
Kynurenine pos	P6	40889	1050204	4.8	.0073 (ppm)	C10H12N2O3
Kynurenine pos	P5	797535286	12632065406	6.8	.3722 (ppm)	C10H12N2O3
Kynurenine pos	P4	15769	175695	4.85	-1.3792 (ppm)	C10H12N2O3
Kynurenine pos	P3	8061	166370	2.57	-1.3792 (ppm)	C10H12N2O3
Kynurenine pos	P2	22816	478616	3.89	.4452 (ppm)	C10H12N2O3
Kynurenine pos	P1	129644	1924708	6.85	.9560 (ppm)	C10H12N2O3
Kynurenine pos	solvent_blank_1	16394	159085	1.89	-.0656 (ppm)	C10H12N2O3
Kynurenine U-13C neg	solvent_blank_2	0	0	0	0	[13]C10H12N2O3
Kynurenine U-13C neg	P9	786	2891	2.67	1.7972 (ppm)	[13]C10H12N2O3
Kynurenine U-13C neg	P8	838	3038	2.61	1.3052 (ppm)	[13]C10H12N2O3
Kynurenine U-13C neg	P7	16978	131537	9.64	4.3273 (ppm)	[13]C10H12N2O3
Kynurenine U-13C neg	P6	0	0	0	0	[13]C10H12N2O3
Kynurenine U-13C neg	P5	0	0	0	0	[13]C10H12N2O3
Kynurenine U-13C neg	P4	1163	4334	1.45	2.8514 (ppm)	[13]C10H12N2O3
Kynurenine U-13C neg	P3	0	0	0	0	[13]C10H12N2O3
Kynurenine U-13C neg	P2	3416	11834	9.66	4.6787 (ppm)	[13]C10H12N2O3
Kynurenine U-13C neg	P1	1024	3770	4.95	3.6948 (ppm)	[13]C10H12N2O3
Kynurenine U-13C neg	solvent_blank_1	1048	3852	11.05	-4.5984 (ppm)	[13]C10H12N2O3
Kynurenine U-13C pos	solvent_blank_2	2251	20417	11.65	1.4879 (ppm)	[13]C10H12N2O3
Kynurenine U-13C pos	P9	1607	10576	5.66	-3.7347 (ppm)	[13]C10H12N2O3
Kynurenine U-13C pos	P8	2417	8645	12.46	3.9252 (ppm)	[13]C10H12N2O3
Kynurenine U-13C pos	P7	241115	1610229	9.69	3.5073 (ppm)	[13]C10H12N2O3
Kynurenine U-13C pos	P6	87430	297938	5.5	.1649 (ppm)	[13]C10H12N2O3
Kynurenine U-13C pos	P5	3795	13475	11.29	-1.3671 (ppm)	[13]C10H12N2O3
Kynurenine U-13C pos	P4	3233	11733	7.07	-2.9687 (ppm)	[13]C10H12N2O3
Kynurenine U-13C pos	P3	2106	13337	13.08	1.9754 (ppm)	[13]C10H12N2O3
Kynurenine U-13C pos	P2	1914	7070	14.27	-2.4813 (ppm)	[13]C10H12N2O3
Kynurenine U-13C pos	P1	3484	17019	11.49	.7916 (ppm)	[13]C10H12N2O3
Kynurenine U-13C pos	solvent_blank_1	2884	16815	11.72	-1.7153 (ppm)	[13]C10H12N2O3
Lactate neg	solvent_blank_2	160007	4512505	5.94	.6189 (ppm)	C3H6O3
Lactate neg	P9	426427	9508313	5.94	.3618 (ppm)	C3H6O3
Lactate neg	P8	29190822	425707236	7.11	.0190 (ppm)	C3H6O3
Lactate neg	P7	1125734	19171441	5.96	.2761 (ppm)	C3H6O3
Lactate neg	P6	7201342	106943926	5.93	.1047 (ppm)	C3H6O3
Lactate neg	P5	3719926	61386396	10.87	-.3238 (ppm)	C3H6O3
Lactate neg	P4	808311	16127258	5.94	.8760 (ppm)	C3H6O3
Lactate neg	P3	170053	10574943	2.74	.5332 (ppm)	C3H6O3
Lactate neg	P2	2013777	31162061	5.93	.2761 (ppm)	C3H6O3
Lactate neg	P1	81034706	1259256391	5.94	.5332 (ppm)	C3H6O3
Lactate neg	solvent_blank_1	0	0	0	0	C3H6O3
Lactate pos	solvent_blank_2	800	2959	5.6	1.4351 (ppm)	C3H6O3
Lactate pos	P9	718	2745	12.44	-3.9284 (ppm)	C3H6O3
Lactate pos	P8	160912	717613	2.65	.2618 (ppm)	C3H6O3
Lactate pos	P7	0	0	0	0	C3H6O3
Lactate pos	P6	0	0	0	0	C3H6O3
Lactate pos	P5	4758	16926	4.07	1.0999 (ppm)	C3H6O3
Lactate pos	P4	0	0	0	0	C3H6O3
Lactate pos	P3	11075	39014	6.1	-3.1741 (ppm)	C3H6O3
Lactate pos	P2	0	0	0	0	C3H6O3
Lactate pos	P1	0	0	0	0	C3H6O3
Lactate pos	solvent_blank_1	1651	6006	7.99	-1.4981 (ppm)	C3H6O3
Lactate U-13C neg	solvent_blank_2	3171	110321	7.9	1.2134 (ppm)	[13]C3H6O3
Lactate U-13C neg	P9	7339	271418	8.54	.3844 (ppm)	[13]C3H6O3
Lactate U-13C neg	P8	4113	273322	14.4	-.9419 (ppm)	[13]C3H6O3
Lactate U-13C neg	P7	11507	185144	8.91	-1.0248 (ppm)	[13]C3H6O3
Lactate U-13C neg	P6	5145	202199	7.69	.7160 (ppm)	[13]C3H6O3
Lactate U-13C neg	P5	9116	172625	11.39	1.2134 (ppm)	[13]C3H6O3
Lactate U-13C neg	P4	7107	241419	13.04	.9647 (ppm)	[13]C3H6O3
Lactate U-13C neg	P3	9611	412552	11.08	-.1130 (ppm)	[13]C3H6O3
Lactate U-13C neg	P2	7647	298867	11.3	.1357 (ppm)	[13]C3H6O3
Lactate U-13C neg	P1	7604	277242	8.58	.6331 (ppm)	[13]C3H6O3
Lactate U-13C neg	solvent_blank_1	4225	97489	11.89	.3015 (ppm)	[13]C3H6O3
Lactate U-13C pos	solvent_blank_2	0	0	0	0	[13]C3H6O3
Lactate U-13C pos	P9	0	0	0	0	[13]C3H6O3
Lactate U-13C pos	P8	0	0	0	0	[13]C3H6O3
Lactate U-13C pos	P7	0	0	0	0	[13]C3H6O3
Lactate U-13C pos	P6	0	0	0	0	[13]C3H6O3
Lactate U-13C pos	P5	3071	10910	10.03	4.1558 (ppm)	[13]C3H6O3
Lactate U-13C pos	P4	0	0	0	0	[13]C3H6O3
Lactate U-13C pos	P3	0	0	0	0	[13]C3H6O3
Lactate U-13C pos	P2	0	0	0	0	[13]C3H6O3
Lactate U-13C pos	P1	1326	4864	13.34	-.6304 (ppm)	[13]C3H6O3
Lactate U-13C pos	solvent_blank_1	0	0	0	0	[13]C3H6O3
Lactoylglutathione neg	solvent_blank_2	0	0	0	0	C13H21N3O8S
Lactoylglutathione neg	P9	0	0	0	0	C13H21N3O8S
Lactoylglutathione neg	P8	91125256	1157556701	8.98	-2.1892 (ppm)	C13H21N3O8S
Lactoylglutathione neg	P7	0	0	0	0	C13H21N3O8S
Lactoylglutathione neg	P6	21229	72296	6.97	-2.6735 (ppm)	C13H21N3O8S
Lactoylglutathione neg	P5	0	0	0	0	C13H21N3O8S
Lactoylglutathione neg	P4	0	0	0	0	C13H21N3O8S
Lactoylglutathione neg	P3	3463	11870	6.28	4.8329 (ppm)	C13H21N3O8S
Lactoylglutathione neg	P2	1837	6631	9.09	-.9785 (ppm)	C13H21N3O8S
Lactoylglutathione neg	P1	1664	5948	7.6	-.3328 (ppm)	C13H21N3O8S
Lactoylglutathione neg	solvent_blank_1	1489	5416	2.67	-.6556 (ppm)	C13H21N3O8S
Lactoylglutathione pos	solvent_blank_2	0	0	0	0	C13H21N3O8S
Lactoylglutathione pos	P9	3690	13193	7.63	-3.1229 (ppm)	C13H21N3O8S
Lactoylglutathione pos	P8	238396395	3009806492	8.96	-.3129 (ppm)	C13H21N3O8S
Lactoylglutathione pos	P7	0	0	0	0	C13H21N3O8S
Lactoylglutathione pos	P6	0	0	0	0	C13H21N3O8S
Lactoylglutathione pos	P5	0	0	0	0	C13H21N3O8S
Lactoylglutathione pos	P4	3245	11785	5.55	3.3000 (ppm)	C13H21N3O8S
Lactoylglutathione pos	P3	0	0	0	0	C13H21N3O8S
Lactoylglutathione pos	P2	0	0	0	0	C13H21N3O8S
Lactoylglutathione pos	P1	0	0	0	0	C13H21N3O8S
Lactoylglutathione pos	solvent_blank_1	1401	9632	0.31	.0082 (ppm)	C13H21N3O8S
Lactoylglutathione U-13C neg	solvent_blank_2	0	0	0	0	[13]C13H21N3O8S
Lactoylglutathione U-13C neg	P9	0	0	0	0	[13]C13H21N3O8S
Lactoylglutathione U-13C neg	P8	1238	4453	4.01	-3.4435 (ppm)	[13]C13H21N3O8S
Lactoylglutathione U-13C neg	P7	0	0	0	0	[13]C13H21N3O8S
Lactoylglutathione U-13C neg	P6	0	0	0	0	[13]C13H21N3O8S
Lactoylglutathione U-13C neg	P5	0	0	0	0	[13]C13H21N3O8S
Lactoylglutathione U-13C neg	P4	0	0	0	0	[13]C13H21N3O8S
Lactoylglutathione U-13C neg	P3	0	0	0	0	[13]C13H21N3O8S
Lactoylglutathione U-13C neg	P2	0	0	0	0	[13]C13H21N3O8S
Lactoylglutathione U-13C neg	P1	0	0	0	0	[13]C13H21N3O8S
Lactoylglutathione U-13C neg	solvent_blank_1	0	0	0	0	[13]C13H21N3O8S
Lactoylglutathione U-13C pos	solvent_blank_2	804	2970	2.58	-1.7007 (ppm)	[13]C13H21N3O8S
Lactoylglutathione U-13C pos	P9	1901	6904	10.89	2.8790 (ppm)	[13]C13H21N3O8S
Lactoylglutathione U-13C pos	P8	0	0	0	0	[13]C13H21N3O8S
Lactoylglutathione U-13C pos	P7	13054	45312	8.42	4.5867 (ppm)	[13]C13H21N3O8S
Lactoylglutathione U-13C pos	P6	1217	4479	11.63	-.3035 (ppm)	[13]C13H21N3O8S
Lactoylglutathione U-13C pos	P5	1651	5977	11.03	3.5776 (ppm)	[13]C13H21N3O8S
Lactoylglutathione U-13C pos	P4	0	0	0	0	[13]C13H21N3O8S
Lactoylglutathione U-13C pos	P3	909	3421	12.32	3.5000 (ppm)	[13]C13H21N3O8S
Lactoylglutathione U-13C pos	P2	0	0	0	0	[13]C13H21N3O8S
Lactoylglutathione U-13C pos	P1	1390	5149	4.07	-2.7098 (ppm)	[13]C13H21N3O8S
Lactoylglutathione U-13C pos	solvent_blank_1	1038	3842	14.12	-2.3993 (ppm)	[13]C13H21N3O8S
Leucine neg	solvent_blank_2	5658	279258	7.39	-.7706 (ppm)	C6H13NO2
Leucine neg	P9	13606	506738	6.26	-.7706 (ppm)	C6H13NO2
Leucine neg	P8	22656	480431	12.21	-.4187 (ppm)	C6H13NO2
Leucine neg	P7	24396	731874	9.76	-1.9436 (ppm)	C6H13NO2
Leucine neg	P6	43723	847288	5.24	-1.7090 (ppm)	C6H13NO2
Leucine neg	P5	23995	703979	11.53	-.7706 (ppm)	C6H13NO2
Leucine neg	P4	30686	1024845	6.73	-1.4744 (ppm)	C6H13NO2
Leucine neg	P3	21148	274952	5.66	-2.1781 (ppm)	C6H13NO2
Leucine neg	P2	34415	296160	8.78	-.3014 (ppm)	C6H13NO2
Leucine neg	P1	74117208	1854423250	6.75	-.8879 (ppm)	C6H13NO2
Leucine neg	solvent_blank_1	0	0	0	0	C6H13NO2
Leucine pos	solvent_blank_2	0	0	0	0	C6H13NO2
Leucine pos	P9	44005	416880	6.71	-.3204 (ppm)	C6H13NO2
Leucine pos	P8	0	0	0	0	C6H13NO2
Leucine pos	P7	446594	8619766	6.72	-.0894 (ppm)	C6H13NO2
Leucine pos	P6	369735	4062185	6.74	.1416 (ppm)	C6H13NO2
Leucine pos	P5	0	0	0	0	C6H13NO2
Leucine pos	P4	151543	1788328	6.78	.6037 (ppm)	C6H13NO2
Leucine pos	P3	96908	1876643	6.67	.0261 (ppm)	C6H13NO2
Leucine pos	P2	0	0	0	0	C6H13NO2
Leucine pos	P1	584765210	7210106406	6.76	.9502 (ppm)	C6H13NO2
Leucine pos	solvent_blank_1	0	0	0	0	C6H13NO2
Leucine U-13C neg	solvent_blank_2	0	0	0	0	[13]C6H13NO2
Leucine U-13C neg	P9	570	2158	12.11	-4.6872 (ppm)	[13]C6H13NO2
Leucine U-13C neg	P8	0	0	0	0	[13]C6H13NO2
Leucine U-13C neg	P7	0	0	0	0	[13]C6H13NO2
Leucine U-13C neg	P6	2173	7614	7.28	-1.6602 (ppm)	[13]C6H13NO2
Leucine U-13C neg	P5	0	0	0	0	[13]C6H13NO2
Leucine U-13C neg	P4	9136	55778	3.52	-4.0145 (ppm)	[13]C6H13NO2
Leucine U-13C neg	P3	0	0	0	0	[13]C6H13NO2
Leucine U-13C neg	P2	1569	9316	6.68	-1.4360 (ppm)	[13]C6H13NO2
Leucine U-13C neg	P1	870	3178	5.73	-1.4360 (ppm)	[13]C6H13NO2
Leucine U-13C neg	solvent_blank_1	1544	5596	3.73	4.0573 (ppm)	[13]C6H13NO2
Leucine U-13C pos	solvent_blank_2	0	0	0	0	[13]C6H13NO2
Leucine U-13C pos	P9	669	2532	0.17	.0709 (ppm)	[13]C6H13NO2
Leucine U-13C pos	P8	1995	7183	4.53	3.6061 (ppm)	[13]C6H13NO2
Leucine U-13C pos	P7	0	0	0	0	[13]C6H13NO2
Leucine U-13C pos	P6	3397	11761	6.48	4.1584 (ppm)	[13]C6H13NO2
Leucine U-13C pos	P5	0	0	0	0	[13]C6H13NO2
Leucine U-13C pos	P4	21776	77355	13.11	-.9233 (ppm)	[13]C6H13NO2
Leucine U-13C pos	P3	0	0	0	0	[13]C6H13NO2
Leucine U-13C pos	P2	6206	28493	6.76	1.3966 (ppm)	[13]C6H13NO2
Leucine U-13C pos	P1	723	2588	0.07	-2.1385 (ppm)	[13]C6H13NO2
Leucine U-13C pos	solvent_blank_1	1330	4854	2.6	3.1642 (ppm)	[13]C6H13NO2
Lysine neg	solvent_blank_2	1005	6922	14.93	-1.0424 (ppm)	C6H14N2O2
Lysine neg	P9	1888	6823	2.94	3.1641 (ppm)	C6H14N2O2
Lysine neg	P8	7832	70914	7.63	.7454 (ppm)	C6H14N2O2
Lysine neg	P7	24143739	309616171	9.84	-.5166 (ppm)	C6H14N2O2
Lysine neg	P6	3296	54776	15.03	-2.1991 (ppm)	C6H14N2O2
Lysine neg	P5	2685	35919	14.85	-1.7785 (ppm)	C6H14N2O2
Lysine neg	P4	2253	45104	15	-.8320 (ppm)	C6H14N2O2
Lysine neg	P3	2721	76221	14.82	-1.4630 (ppm)	C6H14N2O2
Lysine neg	P2	17007	250021	6.98	-.9372 (ppm)	C6H14N2O2
Lysine neg	P1	12131897	209641883	14.85	-.6217 (ppm)	C6H14N2O2
Lysine neg	solvent_blank_1	3642	188753	10.75	-1.5682 (ppm)	C6H14N2O2
Lysine pos	solvent_blank_2	10942	340703	14.92	-.4627 (ppm)	C6H14N2O2
Lysine pos	P9	4088	153382	10.1	-.5664 (ppm)	C6H14N2O2
Lysine pos	P8	29484	256051	7.76	-3.5743 (ppm)	C6H14N2O2
Lysine pos	P7	6457280	87309210	9.83	.3671 (ppm)	C6H14N2O2
Lysine pos	P6	14131	473816	14.89	-.3590 (ppm)	C6H14N2O2
Lysine pos	P5	8771	340173	9.07	-.1515 (ppm)	C6H14N2O2
Lysine pos	P4	14703	535073	11.26	.5745 (ppm)	C6H14N2O2
Lysine pos	P3	17150	542453	11.66	-.2552 (ppm)	C6H14N2O2
Lysine pos	P2	40023	1307576	6.26	.3671 (ppm)	C6H14N2O2
Lysine pos	P1	88353357	1565851406	14.84	.2634 (ppm)	C6H14N2O2
Lysine pos	solvent_blank_1	33268	1180496	7.01	.1596 (ppm)	C6H14N2O2
Lysine U-13C neg	solvent_blank_2	1587	5890	3.38	-4.2562 (ppm)	[13]C6H14N2O2
Lysine U-13C neg	P9	0	0	0	0	[13]C6H14N2O2
Lysine U-13C neg	P8	619	2378	14.81	.9944 (ppm)	[13]C6H14N2O2
Lysine U-13C neg	P7	0	0	0	0	[13]C6H14N2O2
Lysine U-13C neg	P6	0	0	0	0	[13]C6H14N2O2
Lysine U-13C neg	P5	0	0	0	0	[13]C6H14N2O2
Lysine U-13C neg	P4	0	0	0	0	[13]C6H14N2O2
Lysine U-13C neg	P3	0	0	0	0	[13]C6H14N2O2
Lysine U-13C neg	P2	7962	27215	7.34	-1.2270 (ppm)	[13]C6H14N2O2
Lysine U-13C neg	P1	1027	3816	1.05	4.6294 (ppm)	[13]C6H14N2O2
Lysine U-13C neg	solvent_blank_1	0	0	0	0	[13]C6H14N2O2
Lysine U-13C pos	solvent_blank_2	877	6264	2.34	2.2220 (ppm)	[13]C6H14N2O2
Lysine U-13C pos	P9	0	0	0	0	[13]C6H14N2O2
Lysine U-13C pos	P8	20857	101272	5.05	2.7202 (ppm)	[13]C6H14N2O2
Lysine U-13C pos	P7	2997	10488	3.91	2.3217 (ppm)	[13]C6H14N2O2
Lysine U-13C pos	P6	906	3405	16.36	-4.9524 (ppm)	[13]C6H14N2O2
Lysine U-13C pos	P5	746	2774	1.5	1.9231 (ppm)	[13]C6H14N2O2
Lysine U-13C pos	P4	807	3015	15.29	.3288 (ppm)	[13]C6H14N2O2
Lysine U-13C pos	P3	1111	4038	5.24	-2.2620 (ppm)	[13]C6H14N2O2
Lysine U-13C pos	P2	0	0	0	0	[13]C6H14N2O2
Lysine U-13C pos	P1	2369	8627	12.57	.5281 (ppm)	[13]C6H14N2O2
Lysine U-13C pos	solvent_blank_1	1436	7145	13.16	3.1188 (ppm)	[13]C6H14N2O2
Malate neg	solvent_blank_2	311744	19363858	11.24	-.4460 (ppm)	C4H6O5
Malate neg	P9	419655	20839097	11.2	-.2166 (ppm)	C4H6O5
Malate neg	P8	218802	9951783	11.36	-.3313 (ppm)	C4H6O5
Malate neg	P7	303042	19014407	11.33	-.4460 (ppm)	C4H6O5
Malate neg	P6	2991178	42001980	10.84	-.9049 (ppm)	C4H6O5
Malate neg	P5	373962897	5750945489	10.87	-1.3637 (ppm)	C4H6O5
Malate neg	P4	629164	29015149	11.39	-.2166 (ppm)	C4H6O5
Malate neg	P3	800376	34015755	11.2	-.4460 (ppm)	C4H6O5
Malate neg	P2	39143747	558415426	10.86	.0128 (ppm)	C4H6O5
Malate neg	P1	775304	24287146	10.85	-.2166 (ppm)	C4H6O5
Malate neg	solvent_blank_1	297859	17163232	11.41	.1276 (ppm)	C4H6O5
Malate pos	solvent_blank_2	0	0	0	0	C4H6O5
Malate pos	P9	0	0	0	0	C4H6O5
Malate pos	P8	0	0	0	0	C4H6O5
Malate pos	P7	2733	9653	7.16	1.1937 (ppm)	C4H6O5
Malate pos	P6	0	0	0	0	C4H6O5
Malate pos	P5	1251	4544	2.81	1.5327 (ppm)	C4H6O5
Malate pos	P4	51882	176907	3.88	4.4708 (ppm)	C4H6O5
Malate pos	P3	0	0	0	0	C4H6O5
Malate pos	P2	42985	148822	9.34	-2.8745 (ppm)	C4H6O5
Malate pos	P1	0	0	0	0	C4H6O5
Malate pos	solvent_blank_1	1430	5243	8.02	-.8404 (ppm)	C4H6O5
Malate U-13C neg	solvent_blank_2	6862	55229	2.24	-2.1582 (ppm)	[13]C4H6O5
Malate U-13C neg	P9	8626	67707	2.25	-1.6014 (ppm)	[13]C4H6O5
Malate U-13C neg	P8	53007	637800	7.43	-4.6080 (ppm)	[13]C4H6O5
Malate U-13C neg	P7	10001	71104	2.25	-1.2674 (ppm)	[13]C4H6O5
Malate U-13C neg	P6	10740	121181	2.27	-2.0468 (ppm)	[13]C4H6O5
Malate U-13C neg	P5	13610	86387	2.25	-1.8241 (ppm)	[13]C4H6O5
Malate U-13C neg	P4	5543	51687	2.27	-.3765 (ppm)	[13]C4H6O5
Malate U-13C neg	P3	4989	49625	2.29	-1.0446 (ppm)	[13]C4H6O5
Malate U-13C neg	P2	14227	82173	7.09	-2.4923 (ppm)	[13]C4H6O5
Malate U-13C neg	P1	7725	104091	2.24	-2.7150 (ppm)	[13]C4H6O5
Malate U-13C neg	solvent_blank_1	6916	132447	2.29	-2.3809 (ppm)	[13]C4H6O5
Malate U-13C pos	solvent_blank_2	997	3679	6.26	-3.9430 (ppm)	[13]C4H6O5
Malate U-13C pos	P9	0	0	0	0	[13]C4H6O5
Malate U-13C pos	P8	362787	4549110	7.42	-4.1625 (ppm)	[13]C4H6O5
Malate U-13C pos	P7	30533	288181	8.59	-2.4066 (ppm)	[13]C4H6O5
Malate U-13C pos	P6	0	0	0	0	[13]C4H6O5
Malate U-13C pos	P5	0	0	0	0	[13]C4H6O5
Malate U-13C pos	P4	9400	32761	4.85	-1.7482 (ppm)	[13]C4H6O5
Malate U-13C pos	P3	0	0	0	0	[13]C4H6O5
Malate U-13C pos	P2	1098141	6513908	7.27	.2272 (ppm)	[13]C4H6O5
Malate U-13C pos	P1	1062	3910	5	-2.6261 (ppm)	[13]C4H6O5
Malate U-13C pos	solvent_blank_1	0	0	0	0	[13]C4H6O5
Mannose neg	solvent_blank_2	4200	81599	0.36	-1.1270 (ppm)	C6H12O6
Mannose neg	P9	13222	640551	6.23	.2365 (ppm)	C6H12O6
Mannose neg	P8	20041	715733	8.75	-.9566 (ppm)	C6H12O6
Mannose neg	P7	2307030	43602588	8.97	-.4453 (ppm)	C6H12O6
